ID,Name,Price,Description
267056,Джинсовый топ со стразами,5999.00,"<ul>
<li>Деним из 100% хлопка</li>
<li>Отделка стразами и бусинами под жемчуг</li>
<li>Облегающий крой </li>
<li>Открытая линия плеч</li>
<li>Застежка на молнию на спинке</li>
<li>Цвет: индиго</li>
<li>На модели размер 44. Крой модели соответствует стандартному размеру</li>
</ul>"
264853,Топ из жаккарда,5999.00,"<ul>
<li> Жаккардовая ткань с цветочным узором</li>
<li>Подклад</li>
<li>Облегающий корсетный крой</li>
<li>Открытая линия плеч</li>
<li>Объемные рукава</li>
<li>Застежка на скрытую молнию на спинке</li>
<li>Два цвета: молочный и черный</li>
<li>На модели размер 44. Крой модели соответствует стандартному размеру</li>
</ul>"
267059,Джинсы Relaxed со стразами,9999.00,"<ul>
<li>Деним из 100% хлопка</li>
<li>Отделка стразами и бусинами под жемчуг</li>
<li>Свободный крой</li>
<li>Высокая посадка</li>
<li>V-образная кокетка на спинке</li>
<li>Функциональные карманы</li>
<li>Шлевки для ремня</li>
<li>Застежка: молния и пуговица</li>
<li>Цвет: индиго</li>
<li>На модели размер 44. Крой модели соответствует стандартному размеру</li>
</ul>"
270666,Серьги,2999.00,
274526,Комбинированное платье-бандо,11999.00,"<ul>
<li>Костюмная поливискозная ткань, прозрачный шифон</li>
<li>Подклад</li>
<li>Приталенный крой</li>
<li>Длина макси</li>
<li>Открытая линия плеч</li>
<li>Подол с клиньями</li>
<li> Имитация корсетной шнуровки на спинке</li>
<li>Скрытая молния</li>
<li>Цвет: черный</li>
<li>На модели размер 44. Крой модели соответствует стандартному размеру.</li>
</ul>"
272582,Комбинезон-бандо,10999.00,"<ul>
<li>Плотная костюмная ткань с вискозой</li>
<li>Подклад</li>
<li>Приталенный крой</li>
<li>Длина макси</li>
<li>Открытая линия плеч</li>
<li>Лиф с имитацией удлиненного топа</li>
<li>Сборка из сетки по верхнему краю</li>
<li>Застежка на скрытую молнию на спинке</li>
<li>Цвет: черный</li>
<li>На модели размер 44. Крой модели соответствует стандартному размеру</li>
</ul>"
272604,Платье-жакет с воланом,10999.00,"<ul>
<li>Костюмная поливискозная ткань с подкладом</li>
<li>Приталенный крой с акцентным воланом и сбоками на талии</li>
<li>Длина мини</li>
<li>Лиф с V-образным вырезом</li>
<li>Скрытая застежка</li>
<li>Два цвета: кремовый и черный</li>
<li>На модели размер 44. Крой модели соответствует стандартному размеру.</li>
</ul>"
269054,Платье макси с узлом,6999.00,"<ul>
<li>Блестящая струящаяся ткань</li>
<li>Приталеный крой с узлом на талии</li>
<li>Длина макси</li>
<li>Акцентные плечи</li>
<li>Цвет: серебро</li>
<li>На модели размер 44. Крой модели соответствует стандартному размеру</li>
</ul>"
273201,Платье из бархата и шифона,9999.00,"<ul>
<li>Плотный бархат с подкладом</li>
<li>Приталенный крой</li>
<li>Длина мини</li>
<li>Подол с контрастной плиссированной юбкой из шифона</li>
<li>Лиф с открытой линией плеч</li>
<li>Застежка на скрытую молнию на спинке</li>
<li>Цвет: черный</li>
<li>На модели размер 44. Крой модели соответствует стандартному размеру.</li>
</ul>"
273652,Полупрозрачное платье макси,8599.00,"<ul>
<li>Комбинированная модель со съемным нижним платьем</li>
<li>Полупрозрачная шифоновая ткань</li>
<li>Крой А-силуэта</li>
<li>Длина макси</li>
<li>Длинные рукава</li>
<li>Воротник-стойка с застежкой на пуговицы</li>
<li>Цвет: черный</li>
<li>На модели размер 44. Крой модели соответствует стандартному размеру</li>
</ul>"
272593,Платье с эффектом металлик,7999.00,"<ul>
<li>Металлизированная жаккардовая ткань</li>
<li>Подклад</li>
<li>Приталенный крой с драпировкой</li>
<li>Длина мини</li>
<li>Открытая линия плеч</li>
<li>Эластичные бретели</li>
<li>Застежка на скрытую молнию на спинке</li>
<li>Цвет: золото</li>
<li>На модели размер 44. Крой модели соответствует стандартному размеру.</li>
</ul>"
272592,Платье-жакет с воланом,10999.00,"<ul>
<li>Костюмная поливискозная ткань с подкладом</li>
<li>Приталенный крой с акцентным воланом и сбоками на талии</li>
<li>Длина мини</li>
<li>Лиф с V-образным вырезом</li>
<li>Скрытая застежка</li>
<li>Два цвета: кремовый и черный</li>
<li>На модели размер 44. Крой модели соответствует стандартному размеру.</li>
</ul>"
272568,Платье с жемчужными бусинами,10999.00,"<ul>
<li>Костюмная ткань из поливискозы</li>
<li>Подклад</li>
<li>Отделка бусинами под жемчуг</li>
<li>Прилегающий крой</li>
<li>Длина мини</li>
<li>Расклешенный подол с нижней плиссированной юбкой</li>
<li>Тонкие бретели с регуляторами</li>
<li>Застежка на скрытую молнию на спинке</li>
<li>Цвет: черный</li>
<li>На модели размер 44. Крой модели соответствует стандартному размеру.</li>
</ul>"
266758,Платье-бандо с акцентным бантом,8999.00,"<ul>
<li>Тафта с подкладом</li>
<li>Приталенный крой</li>
<li>Длина мини</li>
<li>Открытая линия плеч</li>
<li>Лиф с объемным бантом</li>
<li>Застежка на скрытую молнию на спинке</li>
<li>Цвет: бордовый</li>
<li>На модели размер 44. Крой модели соответствует стандартному размеру.</li>
</ul>"
268261,Жакет из сатина,11999.00,"<ul>
<li>Плотная сатиновая ткань с подкладом</li>
<li>Прямой крой</li>
<li>Отложной воротник с лацканами</li>
<li>Подплечники</li>
<li>Манжеты с акцентными пуговицами под жемчуг</li>
<li>Однобортная застежка на акцентные пуговицы под жемчуг</li>
<li>Цвет: черный</li>
<li>На модели размер 44. Крой модели соответствует стандартному размеру</li>
</ul>"
270338,Топ-бандо с драпировкой,4999.00,"<ul>
<li>Плотная ткань</li>
<li>Подклад из поливискозы</li>
<li>Прилегающий крой с драпировкой</li>
<li>Открытая линия плеч</li>
<li>Асимметричные края</li>
<li>Скрытая застежка на крючки</li>
<li>Два цвета: черный и коричневый</li>
<li>На модели размер 44. Крой модели соответствует стандартному размеру</li>
</ul>"
268909,Платье из джерси с узлом,9999.00,"<ul>
<li>Плотная ткань джерси</li>
<li>Приталенный крой с узлом на талии</li>
<li>Длина макси</li>
<li>Акцентные плечи</li>
<li>Лиф с глубоким V-вырезом</li>
<li>Цвет: черный</li>
<li>На модели размер 44. Крой модели соответствует стандартному размеру.</li>
</ul>"
272019,Юбка из сетки с пайетками,6999.00,"<ul>
<li>Сетчатая ткань с подкладом</li>
<li>Отделка пайетками</li>
<li>Прямой крой</li>
<li>Длина мини</li>
<li>Средняя посадка</li>
<li>Подол с разрезом сзади</li>
<li>Застежка на молнию на спинке</li>
<li>Цвет: антрацитовый</li>
<li>На модели размер 44. Крой модели соответствует стандартному размеру</li>
</ul>"
273742,Платье,6999.00,
271629,Платье-футляр на одно плечо,8999.00,"<ul>
<li>Плотная ткань с подкладом</li>
<li>Асимметричный крой на одно плечо</li>
<li>Сборки на талии и плече</li>
<li>Длина миди</li>
<li>Подол с разрезом</li>
<li>Застежка на скрытую молнию сбоку</li>
<li>Три цвета: красный, белый и черный</li>
<li>На модели размер 44. Крой модели соответствует стандартному размеру.</li>
</ul>"
270293,Топ из жатого сатина,5599.00,"<ul>
<li>Сатиновая ткань с жатым эффектом</li>
<li>Подклад</li>
<li>Прилегающий корсетный крой</li>
<li>Бретели с эластичными резинками</li>
<li>Открытая линия плеч</li>
<li>Застегивается на спинке на скрытую молнию</li>
<li>Два цвета: бордовый и черный</li>
<li>На модели размер 44. Крой модели соответствует стандартному размеру</li>
</ul>"
272868,Юбка мини с драпировкой,5599.00,"<ul>
<li>Полупрозрачная сетчатая ткань с подкладом</li>
<li>Прилегающий крой с драпировкой</li>
<li>Длина мини</li>
<li>Высокая посадка</li>
<li>Застежка на скрытую молнию сбоку</li>
<li>Цвет: черный</li>
<li>На модели размер 44. Крой модели соответствует стандартному размеру</li>
</ul>"
274398,Платье-футляр с драпировками,6599.00,"<ul>
<li>Плотная ткань с подкладом</li>
<li>Облегающий крой</li>
<li>Длина миди</li>
<li>Лиф с драпировками и воротником-стойкой</li>
<li>Подол с разрезом сзади</li>
<li>Застежка на скрытую молнию на спинке</li>
<li>Два цвета: черный и кремовый</li>
<li>На модели размер 44. Крой модели соответствует стандартному размеру</li>
</ul>"
272056,Платье-бандо с драпировкой,7999.00,"<ul>
<li>Плотная ткань с подкладом</li>
<li>Приталеный крой с драпировкой</li>
<li>Длина миди</li>
<li>Лиф бандо</li>
<li>Подол с разрезом сзади</li>
<li>Застежка на скрытую молнию на спинке</li>
<li>Два цвета: черный и белый</li>
<li>На модели размер 44. Крой модели соответствует стандартному размеру</li>
</ul>"
271309,Шорты с атласными вставками,4999.00,"<ul>
<li>Плотная ткань с вискозой</li>
<li>Атласные вставки по бокам</li>
<li>Крой-трапеция с защипами на талии</li>
<li>Длина мини</li>
<li>Средняя посадка</li>
<li>Карманы в боковых швах</li>
<li>Застежка на молнию, пуговицу и крючок</li>
<li>Цвет: черный</li>
<li>На модели размер 44. Крой модели соответствует стандартному размеру</li>
</ul>"
270878,Топ из сатина,5999.00,"<ul>
<li>Сатиновая ткань с подкладом</li>
<li>Прилегающий корсетный крой</li>
<li>Короткие рукава со складками</li>
<li>Открытая линия плеч</li>
<li>Застегивается на спинке на молнию</li>
<li>Два цвета: молочный и черный</li>
<li>На модели размер 44. Крой модели соответствует стандартному размеру</li>
</ul>"
274474,Платье,6999.00,
270048,Блузка из прозрачного шифона,4599.00,"<ul>
<li>Прозрачная шифоновая ткань с отделкой бусинами</li>
<li>Полуприлегающий укороченный крой</li>
<li>Лиф с вырезом «лодочкой»</li>
<li>Длинные рукава</li>
<li>Два цвета: молочный и черный</li>
<li>На модели размер 44. Крой модели соответствует стандартному размеру</li>
</ul>"
271251,Комбинезон с акцентным бантом,8999.00,"<ul>
<li>Плотная костюмная ткань</li>
<li>Приталенный крой</li>
<li>Длина макси</li>
<li>Открытая линия плеч</li>
<li>Брюки со стрелками</li>
<li>Лиф с акцентным бантом и завязками на спине</li>
<li>Застежка на скрытую молнию на спинке</li>
<li>Цвет: черный</li>
<li>На модели размер 44. Крой модели соответствует стандартному размеру</li>
</ul>"
271735,Джинсы,5999.00,
269299,Комбинезон-бандо из сатина,8999.00,"<ul>
<li>Плотная сатиновая ткань с подкладом</li>
<li>Приталенный крой с драпировкой</li>
<li>Длина мини</li>
<li>Открытая линия плеч</li>
<li>Лиф с асимметричным отворотом</li>
<li>Застежка на скрытую молнию на спинке</li>
<li>Два цвета: черный и медь</li>
<li>На модели размер 44. Крой модели соответствует стандартному размеру</li>
</ul>"
268612,Брюки-палаццо с вискозой,7999.00,"<ul>
<li>Плотная ткань с вискозой</li>
<li>Широкий крой</li>
<li>Высокая посадка</li>
<li>Брючины с отстроченными складками</li>
<li>Застежка на молнию</li>
<li>Цвет: черный</li>
<li>На модели размер 44. Крой модели соответствует стандартному размеру</li>
</ul>"
270328,Топ-бандо с драпировкой,4999.00,"<ul>
<li>Плотная ткань</li>
<li>Подклад из поливискозы</li>
<li>Прилегающий крой с драпировкой</li>
<li>Открытая линия плеч</li>
<li>Асимметричные края</li>
<li>Скрытая застежка на крючки</li>
<li>Два цвета: черный и коричневый</li>
<li>На модели размер 44. Крой модели соответствует стандартному размеру</li>
</ul>"
269200,Блузка из сатина с бантами,5999.00,"<ul>
<li>Сатиновая ткань с подкладом</li>
<li>Прилегающий корсетный крой</li>
<li>Лиф с вырезом ""сердце""</li>
<li>Декоративные банты на плечах</li>
<li>Застегивается на скрытые крючки</li>
<li>Два цвета: молочный и черный</li>
<li>На модели размер 44. Крой модели соответствует стандартному размеру</li>
</ul>"
266817,Блузка из вискозы с бантом,6999.00,"<ul>
<li>Атласная ткань из вискозы</li>
<li>Свободный крой с драпировкой</li>
<li>Воротник с объемным бантом </li>
<li>Объемные рукава</li>
<li>Цвет: белый</li>
<li>На модели размер 44. Крой модели соответствует стандартному размеру</li>
</ul>"
267480,Топ,3599.00,
272526,Водолазка из сетки со стразами,5999.00,"<ul>
<li>Сетчатая ткань с отделкой стразами</li>
<li>Полуприлегающий крой</li>
<li>Воротник-стойка с застежкой на молнию</li>
<li>Цвет: антрацитовый</li>
<li>На модели размер 44. Крой модели соответствует стандартному размеру</li>
</ul>"
274773,Джемпер,3999.00,
274580,Брюки,5999.00,
273734,Платье ,6999.00,
271648,Платье асимметричного кроя,8999.00,"<ul>
<li>Эластичная струящаяся ткань</li>
<li>Приталеный крой с драпировками</li>
<li>Длина макси</li>
<li>Асимметричная линия верха</li>
<li>Подол с разрезом</li>
<li>Застежка на скрытую молнию на спинке</li>
<li>Цвет: черный</li>
<li>На модели размер 44. Крой модели соответствует стандартному размеру</li>
</ul>"
264865,Топ из жаккарда,5999.00,"<ul>
<li> Жаккардовая ткань с цветочным узором</li>
<li>Подклад</li>
<li>Облегающий корсетный крой</li>
<li>Открытая линия плеч</li>
<li>Объемные рукава</li>
<li>Застежка на скрытую молнию на спинке</li>
<li>Два цвета: молочный и черный</li>
<li>На модели размер 44. Крой модели соответствует стандартному размеру</li>
</ul>"
272329,Платье-футляр с пайетками,8999.00,"<ul>
<li>Ткань с пайетками</li>
<li>Подклад</li>
<li>Приталеный крой с открытой линией плеч</li>
<li>Длина миди</li>
<li>Подол с разрезом сзади</li>
<li>Лиф с драпировкой</li>
<li> Бретели с эластичной тесьмой внутри</li>
<li>Застежка на скрытую молнию на спинке</li>
<li>Два цвета: черный и серебро</li>
<li>На модели размер 44. Крой модели соответствует стандартному размеру</li>
</ul>"
274054,Платье-жакет с воланом,9999.00,"<ul>
<li>Костюмная поливискозная ткань с подкладом</li>
<li>Приталенный крой с акцентным воланом и сборками на талии</li>
<li>Длина мини</li>
<li>Лиф с V-образным вырезом</li>
<li>Скрытая застежка</li>
<li>Цвет: табачный</li>
<li>На модели размер 44. Крой модели соответствует стандартному размеру.</li>
</ul>"
271678,Брюки с вискозой,5599.00,"<ul>
<li>Плотная ткань с вискозой</li>
<li>Зауженный крой</li>
<li>Средняя посадка</li>
<li>Отстроченные стрелки</li>
<li>Застежка на молнию, пуговицу и крючок</li>
<li>Цвет: черный</li>
<li>На модели размер 44. Крой модели соответствует стандартному размеру</li>
</ul>"
263545,Платье,7999.00,
273963,Кардиган с шерстью,5999.00,"<ul>
<li>Трикотаж с шерстью</li>
<li>Прямой крой</li>
<li>Воротник-стойка</li>
<li>Манжеты на пуговицах</li>
<li>Застежка на акцентные пуговицы</li>
<li>Два цвета: молочный и черный</li>
<li>На модели размер 44. Крой модели соответствует стандартному размеру</li>
</ul>"
273646,Платье-футляр с корсетом,8999.00,"<ul>
<li>Костюмная ткань с подкладом</li>
<li>Облегающий крой</li>
<li>Длина миди</li>
<li>Подол с разрезом сзади</li>
<li>Лиф с имитацией корсета</li>
<li>Декоративные обтяжные пуговицы на спинке</li>
<li>Застежка на скрытую молнию сбоку</li>
<li>Цвет: черный</li>
<li>На модели размер 44. Крой модели соответствует стандартному размеру.</li>
</ul>"
269192,Блузка из сатина с бантами,5999.00,"<ul>
<li>Сатиновая ткань с подкладом</li>
<li>Прилегающий корсетный крой</li>
<li>Лиф с вырезом ""сердце""</li>
<li>Декоративные банты на плечах</li>
<li>Застегивается на скрытые крючки</li>
<li>Два цвета: молочный и черный</li>
<li>На модели размер 44. Крой модели соответствует стандартному размеру</li>
</ul>"
271625,Платье-футляр на одно плечо,8999.00,"<ul>
<li>Плотная ткань с подкладом</li>
<li>Асимметричный крой на одно плечо</li>
<li>Сборки на талии и плече</li>
<li>Длина миди</li>
<li>Подол с разрезом</li>
<li>Застежка на скрытую молнию сбоку</li>
<li>Три цвета: красный, белый и черный</li>
<li>На модели размер 44. Крой модели соответствует стандартному размеру.</li>
</ul>"
274767,Джемпер,3999.00,
274247,Платье с эффектом металлик,8999.00,"<ul>
<li>Металлизированная жаккардовая ткань</li>
<li>Подклад</li>
<li>Вставки из шифона по нижнему краю</li>
<li>Приталенный крой</li>
<li>Длина мини</li>
<li>Открытая линия плеч</li>
<li>Застежка на скрытую молнию на спинке</li>
<li>Цвет: медь</li>
<li>На модели размер 44. Крой модели соответствует стандартному размеру.</li>
</ul>"
272471,Шифоновая юбка со складками,6999.00,"<ul>
<li>Полупрозрачная шифоновая ткань с подкладом</li>
<li>Крой-трапеция со складками</li>
<li>Длина миди</li>
<li>Подол с разрезами</li>
<li>Высокая посадка</li>
<li>Застежка на скрытую молнию сбоку</li>
<li>Два цвета: черный и серый</li>
<li>На модели размер 44. Крой модели соответствует стандартному размеру</li>
</ul>"
273139,Платье-бандо из сатина,9999.00,"<ul>
<li>Плотная сатиновая ткань с подкладом</li>
<li>Облегающий крой с драпировками</li>
<li>Длина миди</li>
<li>Открытая линия плеч</li>
<li>Подол с разрезом сзади</li>
<li>Застежка на скрытую молнию на спинке</li>
<li>Цвет: черный</li>
<li>На модели размер 44. Крой модели соответствует стандартному размеру.</li>
</ul>"
271964,Платье,8599.00,
271736,Джинсы,5599.00,
272477,Шифоновая юбка со складками,6999.00,"<ul>
<li>Полупрозрачная шифоновая ткань с подкладом</li>
<li>Крой-трапеция со складками</li>
<li>Длина миди</li>
<li>Подол с разрезами</li>
<li>Высокая посадка</li>
<li>Застежка на скрытую молнию сбоку</li>
<li>Два цвета: черный и серый</li>
<li>На модели размер 44. Крой модели соответствует стандартному размеру</li>
</ul>"
270283,Блузка из полупрозрачной ткани,6999.00,"<ul>
<li>Полупрозрачная ткань</li>
<li>Прямой крой</li>
<li>Отложной воротник с лацканами</li>
<li>Тонкий пояс</li>
<li>Двубортная застежка на пуговицы</li>
<li>Цвет: черный</li>
<li>На модели размер 44. Крой модели соответствует стандартному размеру</li>
</ul>"
274848,Юбка,5599.00,
273795,Парфюмерная вода SHADOW,3999.00,"!<ul>
<li>Группа ароматов: фужерные/амбровые</li>
<li>Верхние ноты: черный перец, бергамот, нероли</li>
<li>Средние ноты: аккорд шелка, роза, табак</li>
<li>Базовые ноты: пачули, сандал, амбра</li>
<li>Объем: 50 мл</li>
<li>Стойкость аромата: до 12 часов</li>
<li>Матовое светонепроницаемое стекло с покрытием soft-touch</li>
<li>Премиальная упаковка: коробка с покрытием soft-touch</li>
<li>Происхождение композиции: Франция</li>
</ul>
<p>SHADOW — восточный аромат-тайна, скрытая от посторонних и доступная только тебе. С первых мгновений черный перец в сочетании с терпким бергамотом и нероли создает притягательный контраст света и тени.  Ноты сердца открываются нежным аккордом шелка, мягко струящимся по коже, обволакивающим и прохладным. Бордовая роза и нота табака придают аромату глубину, филигранно сочетая утонченную романтичность с загадочностью. В базе раскрывается многогранный амбровый аккорд, украшенный нотами пачули и сандала, которые создают ощущение спокойствия и уверенности. </p>
<p>Композиция аромата разработана во Франции с использованием натуральных эфирных масел и абсолютов с концентрацией, гарантирующей стойкость до 12 часов. Полноразмерная версия позволит наслаждаться ароматом как можно дольше благодаря своему объему и продуманному флакону, обеспечивающему сохранность формулы и долгосрочность использования.</p>"
272863,Боди из джерси,3599.00,"<ul>
<li>Плотная ткань джерси</li>
<li>Облегающий крой</li>
<li>Лиф с круглым вырезом</li>
<li>Планка с пуговицами</li>
<li>Длинные рукава</li>
<li>Ластовица с застежкой на кнопки</li>
<li>Три цвета: кремовый, серо-голубой и хаки</li>
<li>На модели размер 44. Крой модели соответствует стандартному размеру</li>
</ul>"
270417,Топ,3599.00,
274376,Платье,6999.00,
272086,Твидовый жакет,9999.00,"<ul>
<li>Твидовая ткань с блестящей нитью</li>
<li>Подклад из поливискозы</li>
<li>Прямой крой</li>
<li>Лиф с отложным воротником</li>
<li>Манжеты с декоративными пуговицами</li>
<li> Однобортная застежка на пуговицы</li>
<li>Цвет: молочный</li>
<li>На модели размер 44. Крой модели соответствует стандартному размеру</li>
</ul>"
274388,Платье-футляр с драпировками,6599.00,"<ul>
<li>Плотная ткань с подкладом</li>
<li>Облегающий крой</li>
<li>Длина миди</li>
<li>Лиф с драпировками и воротником-стойкой</li>
<li>Подол с разрезом сзади</li>
<li>Застежка на скрытую молнию на спинке</li>
<li>Два цвета: черный и кремовый</li>
<li>На модели размер 44. Крой модели соответствует стандартному размеру</li>
</ul>"
274010,Джемпер,5999.00,
273011,Платье-бандо с драпировкой,8599.00,"<ul>
<li>Плотная ткань с подкладом</li>
<li>Приталенный крой с ассиметричной удлиненной драпировкой</li>
<li>Длина мини</li>
<li>Открытая линия плеч</li>
<li>Лиф с вырезом ""сердце""</li>
<li>Застежка на скрытую молнию на спинке</li>
<li>Цвет: черный</li>
<li>На модели размер 44. Крой модели соответствует стандартному размеру.</li>
</ul>"
270859,Топ-халтер,5999.00,"<ul>
<li>Костюмная ткань с подкладом</li>
<li>Отделка бантами из бусин</li>
<li>Приталенный крой</li>
<li>Застежка на скрытую молнию на спинке</li>
<li>Два цвета: черный и белый</li>
<li>На модели размер 44. Крой модели соответствует стандартному размеру</li>
</ul>"
271036,Юбка мини с драпировкой,5599.00,"<ul>
<li>Плотная ткань с вискозой</li>
<li>Подклад</li>
<li>Тесьма с бантом по линии талии</li>
<li>Прямой крой с драпировкой сбоку</li>
<li>Длина мини</li>
<li>Средняя посадка</li>
<li>Застежка на скрытую молнию на спинке</li>
<li>Цвет: черный</li>
<li>На модели размер 44. Крой модели соответствует стандартному размеру</li>
</ul>"
269115,Брюки из прозрачного шифона,5999.00,"<ul>
<li>Прозрачная шифоновая ткань с подкладом</li>
<li>Широкий крой со сбоками на талии</li>
<li>Средняя посадка</li>
<li>Эластичный пояс</li>
<li>Цвет: черный</li>
<li>На модели размер 44. Крой модели соответствует стандартному размеру</li>
</ul>"
269217,Топ из сетки с объемным бантом,5599.00,"<ul>
<li>Сетчатая ткань с подкладом</li>
<li>Прилегающий крой со сборкой</li>
<li>Объемный бант</li>
<li>Регулируемые бретели</li>
<li>Застегивается на спинке на молнию</li>
<li>Цвет: черный</li>
<li>На модели размер 44. Крой модели соответствует стандартному размеру</li>
</ul>"
274468,Платье ,6999.00,
274102,Брюки с вискозой,4999.00,"<ul>
<li>Костюмная ткань с вискозой</li>
<li>Прямой крой</li>
<li>Высокая посадка</li>
<li>Шлевки для ремня</li>
<li>Застежка на молнию, пуговицу и крючок</li>
<li>Два цвета: черный и синий</li>
<li>На модели размер 44. Крой модели соответствует стандартному размеру</li>
</ul>"
273954,Кардиган с шерстью,5999.00,"<ul>
<li>Трикотаж с шерстью</li>
<li>Прямой крой</li>
<li>Воротник-стойка</li>
<li>Манжеты на пуговицах</li>
<li>Застежка на акцентные пуговицы</li>
<li>Два цвета: молочный и черный</li>
<li>На модели размер 44. Крой модели соответствует стандартному размеру</li>
</ul>"
267488,Топ,3599.00,
274109,Брюки с вискозой,4999.00,"<ul>
<li>Костюмная ткань с вискозой</li>
<li>Прямой крой</li>
<li>Высокая посадка</li>
<li>Шлевки для ремня</li>
<li>Застежка на молнию, пуговицу и крючок</li>
<li>Два цвета: черный и синий</li>
<li>На модели размер 44. Крой модели соответствует стандартному размеру</li>
</ul>"
269127,Платье из жаккарда,7999.00,"<ul>
<li>Жаккардовая ткань с цветочным узором</li>
<li>Подклад</li>
<li>Приталеный крой</li>
<li>Длина мини</li>
<li>Открытая линия плеч</li>
<li>Объемные рукава</li>
<li>Застежка на скрытую молнию на спинке</li>
<li>Два цвета: черный и молочный</li>
<li>На модели размер 44. Крой модели соответствует стандартному размеру</li>
</ul>"
